,lat,lon,x,y,z,slip,rake,easting_utm48,northing_utm48,depth_km,strike,dip,strike_slip,dip_slip
35,31.253,103.69200000000001,43.7,43.157,6.98,16.0,155.6,375456.24966080603,3458378.8697097288,8.3,221,45,14.570938572898832,6.609670877192672
36,31.185,103.624,37.137,35.715,6.98,16.0,105.6,368887.09280227416,3450920.1941477563,8.3,221,45,4.3027171298442495,15.410601068762531
37,31.116999999999997,103.555,30.469,28.278000000000002,6.98,6.0,119.1,362213.39896297967,3443466.6213221718,8.3,221,45,2.918012282540942,5.242633338212792
38,31.049,103.486,23.791999999999998,20.845,6.98,0.0,147.4,355530.4148011534,3436017.0071783443,8.3,221,45,0.0,0.0
39,30.980999999999998,103.417,17.105999999999998,13.415,6.98,3.2,90.8,348838.1622869194,3428571.3351584193,8.3,221,45,0.04467897708526474,3.1996880768297737
40,30.913,103.348,10.41,5.99,6.98,5.2,108.3,342136.6633227832,3421129.588589901,8.3,221,45,1.6327607710305048,4.937012483737901
41,30.846,103.28,3.801,-1.444,6.98,0.0,125.9,335523.2871147587,3413801.1240733955,8.3,221,45,0.0,0.0
42,31.745,104.15100000000001,87.79299999999999,97.24600000000001,9.81,0.0,105.6,419584.941369589,3512484.9176387,11.13,221,45,0.0,0.0
43,31.677,104.083,81.293,89.777,9.81,4.4,84.0,413080.5065418575,3504999.769384027,11.13,221,45,-0.4599252383776752,4.375896339620403
44,31.609,104.014,74.69,82.302,9.81,0.0,84.0,406471.8799155799,3497519.444070701,11.13,221,45,-0.0,0.0
45,31.541,103.945,68.078,74.842,9.81,3.6,93.5,399853.8044771024,3490043.1879838663,11.13,221,45,0.2197747423254844,3.5932852743187214
46,31.474,103.876,61.456,67.387,9.81,2.4,111.0,393227.43809252296,3482681.828438741,11.13,221,45,0.8600830789087206,2.2405930235932843
47,31.406,103.807,54.824,59.935,9.81,5.6,132.6,386590.5996150185,3475213.6635567355,11.13,221,45,3.790505430222899,4.122143687870513
48,31.338,103.73899999999999,48.278999999999996,52.486000000000004,9.81,7.6,102.9,380039.5174661807,3467748.430799333,11.13,221,45,1.6967008816832314,7.408185075853285
49,31.27,103.67,41.629,45.031000000000006,9.81,16.0,116.4,373384.00678174756,3460288.2350485777,11.13,221,45,7.114162866958842,14.331388163830605
50,31.201999999999998,103.601,34.97,37.592,9.81,16.0,105.6,366719.1583962564,3452832.028860343,11.13,221,45,4.3027171298442495,15.410601068762531
51,31.134,103.53200000000001,28.302,30.156,9.81,13.6,92.1,360044.9943950164,3445379.7959080674,11.13,221,45,0.49835443840916366,13.590866155389724
52,31.066,103.464,21.719,22.723000000000003,9.81,0.4,113.7,353456.95320018,3437930.199035006,11.13,221,45,0.16077911066238404,0.36626503733582444
53,30.998,103.395,15.033,15.295,9.81,8.8,88.0,346764.2933342909,3430485.805492056,11.13,221,45,-0.30711557098200953,8.794639277768043
54,30.93,103.32600000000001,8.337,7.871,9.81,6.4,105.6,340062.3836495878,3423045.3356657294,11.13,221,45,1.7210868519376998,6.164240427505013
55,30.862,103.257,1.632,0.44,9.81,0.0,89.4,333351.2459618525,3415608.772770978,11.13,221,45,-0.0,0.0
56,31.761999999999997,104.12899999999999,85.725,99.11200000000001,12.64,0.0,136.6,417516.1639528808,3514385.7221091017,13.96,221,45,0.0,0.0
57,31.694000000000003,104.06,79.131,91.645,12.64,6.8,84.0,410916.56249024405,3506902.6672520023,13.96,221,45,-0.7107935502200434,6.762748888504258
58,31.625999999999998,103.991,72.527,84.17200000000001,12.64,0.0,135.3,404307.4866089053,3499423.6953611127,13.96,221,45,0.0,0.0
59,31.558000000000003,103.92299999999999,66.009,76.712,12.64,7.6,84.0,397783.87207622424,3491947.8565316377,13.96,221,45,-0.7944163208341661,7.558366404798877
60,31.49,103.854,59.386,69.258,12.64,8.4,105.6,391155.98453326273,3484476.9449170157,13.96,221,45,2.258926493168231,8.090565561100329
61,31.421999999999997,103.785,52.755,61.806999999999995,12.64,5.2,144.8,384518.6897184707,3477010.0691764494,13.96,221,45,4.2491534713426695,2.9974480440829234
62,31.354,103.71600000000001,46.114,54.361000000000004,12.64,0.0,155.6,377872.00989981217,3469547.213331161,13.96,221,45,0.0,0.0
63,31.285999999999998,103.648,39.559,46.906000000000006,12.64,5.2,107.0,371311.15954049147,3462087.194141217,13.96,221,45,1.5203328645582306,4.972784731007785
64,31.218000000000004,103.579,32.899,39.468,12.64,5.6,159.6,364645.8458481289,3454632.271619192,13.96,221,45,5.248779141154592,1.9520034650021658
65,31.151,103.51,26.23,32.033,12.64,8.0,92.1,357972.70495571155,3447292.1657675877,13.96,221,45,0.2931496696524492,7.99462715022925
66,31.083000000000002,103.441,19.552,24.603,12.64,4.4,100.2,351288.8419832737,3439845.1702060867,13.96,221,45,0.7791728574061665,4.330460675064665
67,31.015,103.37200000000001,12.865,17.176,12.64,1.6,117.8,344595.70401166764,3432402.1131511563,13.96,221,45,0.7462186245438258,1.4153295603441345
68,30.947,103.304,6.263999999999999,9.752,12.64,0.0,154.2,337988.851600033,3424961.5227792864,13.96,221,45,0.0,0.0
69,30.879,103.235,-0.441,2.322,12.64,2.0,84.0,331277.2984834747,3417526.2352948682,13.96,221,45,-0.2090569265353069,1.9890437907365466
70,31.779,104.10700000000001,83.65799999999999,100.978,15.46,0.0,147.4,415448.1503249674,3516286.9626356433,16.78,221,45,0.0,0.0
71,31.711,104.038,77.064,93.51299999999999,15.46,1.2,100.2,408848.1713851164,3508805.204338313,16.78,221,45,0.21250168838349992,1.1810347295630903
